x,I
1.1449511710092801,28119.46
1.1462066317336708,28123.62
1.1474620924580614,28117.252
1.148717553182452,28122.447
1.1499730139068427,28103.092
1.1512284746312333,28102.43
1.152483935355624,28098.932
1.1537393960800146,28100.861
1.1549948568044053,28104.03
1.156250317528796,28110.008
1.1575057782531866,28093.281
1.1587612389775772,28082.918
1.1600166997019679,28090.49
1.1612721604263585,28105.87
1.1625276211507491,28121.17
1.1637830818751398,28137.512
1.1650385425995304,28145.162
1.166294003323921,28139.146
1.167549464048312,28156.627
1.1688049247727026,28146.498
1.1700603854970932,28161.178
1.1713158462214839,28163.486
1.1725713069458745,28151.082
1.1738267676702652,28139.182
1.1750822283946558,28140.99
1.1763376891190465,28138.36
1.177593149843437,28136.535
1.1788486105678277,28125.799
1.1801040712922184,28126.592
1.181359532016609,28137.496
1.1826149927409997,28144.422
1.1838704534653903,28138.773
1.185125914189781,28161.414
1.1863813749141716,28184.957
1.1876368356385623,28217.777
1.188892296362953,28224.94
1.1901477570873435,28216.318
1.1914032178117342,28218.47
1.192658678536125,28229.674
1.1939141392605157,28228.035
1.1951695999849064,28246.867
1.196425060709297,28260.475
1.1976805214336876,28271.285
1.1989359821580783,28279.68
1.200191442882469,28286.504
1.2014469036068598,28275.844
1.2027023643312504,28302.09
1.203957825055641,28312.668
1.2052132857800317,28297.652
1.2064687465044224,28266.691
1.207724207228813,28261.887
1.2089796679532037,28263.441
1.2102351286775943,28261.408
1.211490589401985,28256.54
1.2127460501263756,28241.348
1.2140015108507662,28218.596
1.2152569715751569,28230.209
1.2165124322995475,28230.115
1.2177678930239382,28222.348
1.2190233537483288,28221.04
1.2202788144727195,28233.479
1.22153427519711,28231.473
1.2227897359215008,28243.197
1.2240451966458914,28255.684
1.2253006573702823,28270.121
1.226556118094673,28279.996
1.2278115788190636,28298.531
1.2290670395434542,28300.617
1.2303225002678448,28281.658
1.2315779609922355,28270.096
1.2328334217166261,28257.262
1.234088882441017,28248.414
1.2353443431654076,28238.082
1.2365998038897983,28240.928
1.237855264614189,28243.809
1.2391107253385796,28243.916
1.2403661860629702,28242.703
1.2416216467873609,28245.68
1.2428771075117515,28258.613
1.2441325682361422,28282.604
1.2453880289605328,28278.873
1.2466434896849234,28263.611
1.247898950409314,28256.998
1.2491544111337047,28261.9
1.2504098718580954,28255.828
1.251665332582486,28258.873
1.2529207933068767,28240.24
1.2541762540312673,28236.19
1.255431714755658,28231.793
1.2566871754800486,28245.752
1.2579426362044392,28250.73
1.25919809692883,28260.541
1.2604535576532205,28244.213
1.2617090183776112,28242.396
1.2629644791020018,28260.412
1.2642199398263925,28269.346
1.2654754005507831,28279.256
1.2667308612751738,28284.918
1.2679863219995644,28274.83
1.269241782723955,28249.902
1.270497243448346,28248.938
1.2717527041727366,28247.107
1.2730081648971272,28248.123
1.2742636256215178,28247.518
1.2755190863459085,28246.938
1.2767745470702991,28242.98
1.2780300077946898,28236.066
1.2792854685190804,28248.22
1.280540929243471,28251.37
1.2817963899678617,28268.816
1.2830518506922524,28285.908
1.284307311416643,28276.953
1.2855627721410336,28281.066
1.2868182328654245,28288.457
1.2880736935898152,28290.979
1.2893291543142058,28289.678
1.2905846150385964,28317.658
1.291840075762987,28323.799
1.2930955364873777,28304.268
1.2943509972117684,28301.574
1.295606457936159,28314.178
1.2968619186605497,28310.348
1.2981173793849403,28316.014
1.299372840109331,28314.805
1.3006283008337216,28312.055
1.3018837615581123,28308.19
1.303139222282503,28308.701
1.3043946830068938,28325.568
1.3056501437312844,28336.516
1.306905604455675,28324.42
1.3081610651800657,28308.129
1.3094165259044563,28313.764
1.310671986628847,28318.076
1.3119274473532376,28314.941
1.3131829080776283,28318.303
1.314438368802019,28310.988
1.3156938295264096,28303.861
1.3169492902508002,28299.713
1.3182047509751909,28305.406
1.3194602116995815,28321.342
1.3207156724239724,28328.154
1.321971133148363,28344.398
1.3232265938727537,28348.318
1.3244820545971443,28351.615
1.325737515321535,28363.195
1.3269929760459256,28370.559
1.3282484367703162,28375.842
1.3295038974947069,28384.53
1.3307593582190975,28398.22
1.3320148189434882,28410.61
1.3332702796678788,28412.22
1.3345257403922695,28421.672
1.33578120111666,28406.209
1.3370366618410507,28408.215
1.3382921225654414,28417.533
1.339547583289832,28422.518
1.3408030440142227,28412.967
1.3420585047386133,28417.871
1.343313965463004,28423.365
1.3445694261873946,28418.527
1.3458248869117853,28420.135
1.347080347636176,28419.652
1.3483358083605665,28415.129
1.3495912690849572,28413.729
1.3508467298093478,28400.363
1.3521021905337385,28405.037
1.3533576512581293,28408.492
1.35461311198252,28398.977
1.3558685727069106,28389.305
1.3571240334313013,28385.832
1.358379494155692,28392.734
1.3596349548800826,28395.22
1.3608904156044732,28397.338
1.3621458763288639,28398.215
1.3634013370532545,28390.172
1.3646567977776451,28402.848
1.3659122585020358,28401.814
1.3671677192264264,28389.168
1.368423179950817,28390.723
1.369678640675208,28385.537
1.3709341013995986,28374.496
1.3721895621239892,28360.646
1.3734450228483799,28365.271
1.3747004835727705,28365.498
1.3759559442971612,28376.254
1.3772114050215518,28378.117
1.3784668657459425,28365.744
1.379722326470333,28357.121
1.3809777871947237,28357.709
1.3822332479191144,28370.283
1.383488708643505,28386.736
1.3847441693678957,28396.566
1.3859996300922865,28407.904
1.3872550908166772,28396.441
1.3885105515410678,28388.97
1.3897660122654585,28391.889
1.3910214729898491,28390.18
1.3922769337142398,28390.902
1.3935323944386304,28387.613
1.394787855163021,28380.977
1.3960433158874117,28375.758
1.3972987766118024,28373.805
1.398554237336193,28380.154
1.3998096980605836,28391.605
1.4010651587849743,28393.365
1.4023206195093652,28396.281
1.4035760802337558,28401.111
1.4048315409581464,28390.068
1.406087001682537,28407.143
1.4073424624069277,28413.533
1.4085979231313184,28413.943
1.409853383855709,28424.385
1.4111088445800997,28414.027
1.4123643053044903,28395.91
1.413619766028881,28380.98
1.4148752267532716,28382.652
1.4161306874776622,28395.389
1.4173861482020529,28392.662
1.4186416089264435,28401.09
1.4198970696508342,28395.21
1.4211525303752248,28386.143
1.4224079910996155,28403.193
1.423663451824006,28411.654
1.4249189125483968,28408.105
1.4261743732727874,28404.137
1.427429833997178,28398.695
1.4286852947215687,28377.959
1.4299407554459593,28382.135
1.43119621617035,28401.877
1.4324516768947406,28404.723
1.4337071376191313,28395.238
1.434962598343522,28392.348
1.4362180590679128,28386.354
1.4374735197923034,28398.645
1.438728980516694,28403.975
1.4399844412410847,28417.691
1.4412399019654754,28415.54
1.442495362689866,28406.332
1.4437508234142566,28400.496
1.4450062841386473,28408.8
1.446261744863038,28421.004
1.4475172055874286,28421.898
1.4487726663118192,28430.357
1.4500281270362099,28444.688
1.4512835877606005,28417.535
1.4525390484849914,28402.514
1.453794509209382,28398.234
1.4550499699337727,28387.203
1.4563054306581633,28378.887
1.457560891382554,28375.38
1.4588163521069446,28360.074
1.4600718128313352,28369.184
1.461327273555726,28381.744
1.4625827342801165,28379.11
1.4638381950045072,28389.402
1.4650936557288978,28399.305
1.4663491164532885,28393.777
1.4676045771776791,28366.883
1.46886003790207,28373.201
1.4701154986264606,28367.111
1.4713709593508513,28372.148
1.472626420075242,28379.969
1.4738818807996326,28378.045
1.4751373415240232,28356.242
1.4763928022484138,28353.678
1.4776482629728045,28369.408
1.4789037236971951,28362.889
1.4801591844215858,28353.326
1.4814146451459764,28338.072
1.482670105870367,28348.006
1.4839255665947577,28340.303
1.4851810273191486,28348.533
1.4864364880435392,28342.742
1.4876919487679299,28359.082
1.4889474094923205,28377.098
1.4902028702167112,28381.592
1.4914583309411018,28384.018
1.4927137916654925,28382.912
1.493969252389883,28375.494
1.4952247131142737,28379.18
1.4964801738386644,28385.562
1.497735634563055,28383.92
1.4989910952874457,28385.053
1.5002465560118363,28396.764
1.501502016736227,28404.863
1.5027574774606176,28416.943
1.5040129381850083,28424.244
1.505268398909399,28426.436
1.5065238596337895,28418.625
1.5077793203581802,28411.207
1.5090347810825708,28394.664
1.5102902418069615,28391.523
1.5115457025313521,28386.379
1.5128011632557428,28386.814
1.5140566239801334,28384.07
1.515312084704524,28391.549
1.5165675454289147,28387.295
1.5178230061533056,28396.545
1.5190784668776962,28394.783
1.5203339276020869,28398.918
1.5215893883264775,28384.89
1.5228448490508681,28380.004
1.5241003097752588,28373.467
1.5253557704996494,28375.867
1.52661123122404,28379.742
1.5278666919484307,28388.047
1.5291221526728214,28381.951
1.530377613397212,28386.58
1.5316330741216027,28394.283
1.5328885348459933,28405.822
1.5341439955703842,28403.469
1.5353994562947748,28392.854
1.5366549170191655,28376.016
1.537910377743556,28380.217
1.5391658384679467,28384.477
1.5404212991923374,28375.695
1.541676759916728,28364.406
1.5429322206411187,28361.438
1.5441876813655093,28367.22
1.5454431420899,28369.979
1.5466986028142906,28360.883
1.5479540635386813,28355.725
1.549209524263072,28363.436
1.5504649849874625,28363.375
1.5517204457118534,28368.0
1.552975906436244,28366.975
1.5542313671606347,28376.469
1.5554868278850253,28363.986
1.556742288609416,28369.967
1.5579977493338066,28382.17
1.5592532100581973,28379.707
1.560508670782588,28388.701
1.5617641315069786,28378.602
1.5630195922313692,28362.318
1.5642750529557599,28360.83
1.5655305136801505,28352.316
1.5667859744045411,28368.03
1.568041435128932,28378.264
1.5692968958533227,28381.43
1.5705523565777133,28386.604
1.571807817302104,28380.586
1.5730632780264946,28398.03
1.5743187387508852,28404.227
1.5755741994752759,28412.566
1.5768296601996665,28412.861
1.5780851209240572,28408.328
1.5793405816484478,28396.14
1.5805960423728385,28387.697
1.581851503097229,28387.496
1.5831069638216198,28391.768
1.5843624245460104,28378.95
1.585617885270401,28364.602
1.5868733459947917,28365.637
1.5881288067191823,28367.332
1.589384267443573,28370.807
1.5906397281679636,28367.18
1.5918951888923543,28358.434
1.593150649616745,28357.822
1.5944061103411356,28365.268
1.5956615710655262,28371.314
1.5969170317899168,28361.473
1.5981724925143075,28367.102
1.5994279532386981,28362.057
1.600683413963089,28365.822
1.6019388746874796,28382.225
1.6031943354118703,28390.525
1.604449796136261,28396.836
1.6057052568606516,28411.014
1.6069607175850422,28416.326
1.6082161783094329,28430.6
1.6094716390338235,28437.678
1.6107270997582142,28438.475
1.6119825604826048,28431.613
1.6132380212069954,28436.984
1.614493481931386,28440.963
1.6157489426557767,28430.59
1.6170044033801674,28437.5
1.618259864104558,28425.658
1.6195153248289487,28409.395
1.6207707855533393,28402.867
1.62202624627773,28401.469
1.6232817070021206,28391.018
1.6245371677265112,28391.877
1.6257926284509019,28388.543
1.6270480891752925,28386.447
1.6283035498996832,28389.047
1.6295590106240738,28402.176
1.6308144713484645,28417.936
1.6320699320728551,28417.469
1.6333253927972462,28431.035
1.6345808535216368,28430.203
1.6358363142460275,28434.521
1.6370917749704181,28443.098
1.6383472356948088,28456.428
1.6396026964191994,28455.533
1.64085815714359,28457.32
1.6421136178679807,28457.54
1.6433690785923714,28443.604
1.644624539316762,28443.225
1.6458800000411526,28455.426
1.6471354607655433,28472.584
1.648390921489934,28474.365
1.6496463822143248,28463.238
1.6509018429387154,28459.623
1.652157303663106,28446.834
1.6534127643874967,28453.229
1.6546682251118874,28466.322
1.655923685836278,28472.67
1.6571791465606687,28456.29
1.6584346072850593,28439.49
1.65969006800945,28446.408
1.6609455287338406,28453.809
1.6622009894582312,28465.885
1.663456450182622,28459.775
1.6647119109070125,28469.16
1.6659673716314032,28474.176
1.6672228323557938,28481.914
1.6684782930801845,28483.252
1.6697337538045751,28485.53
1.6709892145289658,28489.164
1.6722446752533564,28498.535
1.673500135977747,28504.951
1.6747555967021377,28512.629
1.6760110574265283,28508.352
1.677266518150919,28514.453
1.6785219788753096,28521.326
1.6797774395997003,28530.363
1.681032900324091,28539.232
1.6822883610484816,28548.766
1.6835438217728722,28547.387
1.6847992824972629,28548.059
1.6860547432216535,28556.977
1.6873102039460441,28565.041
1.6885656646704348,28569.344
1.6898211253948254,28562.855
1.691076586119216,28565.064
1.6923320468436067,28564.348
1.6935875075679974,28576.516
1.694842968292388,28567.309
1.6960984290167787,28560.104
1.6973538897411693,28571.316
1.69860935046556,28567.803
1.699864811189951,28566.062
1.7011202719143417,28569.309
1.7023757326387323,28590.693
1.703631193363123,28604.553
1.7048866540875136,28603.348
1.7061421148119043,28610.447
1.707397575536295,28627.656
1.7086530362606855,28630.283
1.7099084969850762,28649.059
1.7111639577094668,28650.438
1.7124194184338575,28654.996
1.7136748791582481,28666.68
1.7149303398826388,28674.438
1.7161858006070299,28672.488
1.7174412613314205,28671.521
1.7186967220558111,28667.525
1.7199521827802018,28673.293
1.7212076435045924,28680.123
1.722463104228983,28689.037
